,title,price,nbn,address,text,area,type,lattitude,longitude
682,"4/68-70 The Horsley Drive, Carramar, NSW 2163 - For Sale - Offices ","$557,600 + GST",Not Currently Available,"70 The Horsley Drive, Carramar, NSW","* Located just off The Horsley Drive, Carramar.
* Floor to ceiling glass facade, high ceilings, and main road high exposure to The Horsley Drive which is the main road thoroughfare linking the
Hume Highway to Cumberland Highway.
* This prime position is only 750m (8 mins walk) to Carramar Station and 4 minute drive to the centre of the Fairfield shopping centre.
Suite 4: 136m² with 3 basement car spaces.",136m²,Retail,-33.8850493,150.9672327
683,"27/2 Concord Circuit, Robina, QLD 4226 - For Sale - Hotel/Leisure - ID: 384530","$799,000",Service Available - Hybrid Fibre Coaxial (HFC),"2 Concord Circuit, Robina, QLD","**DON'T WAIT UNTIL THE LAST MINUTE - PRESENT ALL OFFERS FOR IMMEDIATE SALE!
* Permanent Management Rights
* Great Location 'Robina'
* 3 Bedroom Residence
You won't find a better opportunity to buy a 3 bedroom, two bathroom townhouse with an office, a lockup garage, two additional car spaces plus an income.
This spacious townhouse is situated in the quiet, security gated complex, ?Belle Fontaine'.
The delightful Townhouse is set in a quiet tree-lined street and is only a short stroll to Palmer Colonial Golf Club and public transport. The complex is only a short distance to quality schools, parks, other shopping villages, Robina Town Centre, Bond University, Hospital, CBUS Super Stadium, Surfers Paradise and world renowned beaches.
The manager's residence offers open plan lounge and kitchen adjoining the dining area, flowing seamlessly to the private alfresco entertaining courtyard. The home is air-conditioned with ceiling fans and a pet is permitted with Body Corporate approval.
Not only will this two-story home tick all your boxes, it also offers a secured income through the Permanent Management Rights contract attached to the property. If you're semi-retired, a young couple or single looking for a secured income, you can achieve this by looking after the maintenance and letting of this boutique complex, earning $77,000 approx per year plus the potential of extra income from additional maintenance around the complex.
The complex has a very tranquil feeling with well maintained lawns, gardens, easy to manage pool and no BBQ. Very easy to run with little lawns and gardens, long agreements, good committee and Body Corporate. The exterior grounds of the complex are maintained by the Council.
Features include:
* Upstairs includes 3 bedrooms - Master with ensuite and private balcony
* Air-conditioning upstairs and downstairs
* Ceiling fans in all bedrooms
* Ceiling fans in the living area
* One full bathroom upstairs including bath and one separate toilet
* Powder room downstairs with hand basin
* Open plan kitchen, dining and living area
* A private courtyard off the living area
* A lockup garage and 2 extra external parking spaces
* Landscaped gardens with communal pool
* Secure gated complex
* Pet friendly
Net Profit: $77,927
Asking Price: $799,000
(Inclusive of manager's real estate)
Disclaimer: The information contained herein is obtained from legitimate third-party sources. We have, in preparing this information, used our best endeavours to ensure that the information is true and accurate however, we accept no responsibility, offer no guarantee or warranty and disclaim all liability in respect of any errors, omissions, inaccuracies or misstatements that may occur. Interested parties must rely solely on their own inquiries to verify the information contained herein.",1m²,NaN,-28.0611854,153.3937995
684,"Suite 8.05, Level 8, 84 Pitt Street, Sydney, NSW 2000 - For Sale - Offices ","$985,500 (To be sold as a going concern)",Service Available - Fibre to the building (FTTB),"84 Pitt Street, Sydney, NSW","- 73 sqm
- Fitted suite with internal boardroom, comms room and open plan area
- Internal A/C control
- Great natural light with high ceilings
- Great location in the heart of Sydney's CBD, next to Martin Place and across from Hunter Connection
- Low outgoings
- Month to month tenant in place
84 Pitt Street enjoys a prominent position between Martin Place and Hunter Street and is ultra-convenient to Wynyard, Circular Quay, Australia Square, Pitt Street Mall and the Supreme Law Courts.
Call Robin 0426 251 234 and Email: robin@bdowling.com.au
All areas are approx. only. The information herein has been supplied to us. In passing the information on, it should be noted we so without any representation on our part to its truth or accuracy. All interested parties should make their own enquires, and obtain their own independent advice, in order to verify the information.
Property Code: 857",73m²,Medical,-33.8668111,151.2089409
685,"9/30 Old Pacific Highway, Yatala, QLD 4207 - For Sale - Industrial ",$ 310 000 + GST**,Service Available - Fibre to the node (FTTN),"30 Old Pacific Highway, Yatala, QLD","- 185 SQM* warehouse ground floor area
- Container height roller door
- Own internal amenities
- Available for owner occupier or for investment
- All serious offers must be presented
- Opportunity to purchase 2 lots side by side at 185 SQM* each, facing Old Pacific Highway Yatala
For complete details or to arrange an inspection, please contact Tony Morena.
*Approximate **If Applicable",185m²,Industrial,-27.731251,153.2232492
686,"17/198 Adelaide Street, Brisbane City, QLD 4000 - Sale / Lease - Retail ",Contact Agent,Service Available - Fibre to the building (FTTB),"198 Adelaide Street, Brisbane City, QLD","This primary retail property is located in Anzac Square Arcade, a landmark building in the heart of the Brisbane CBD, on the corner of Adelaide and Edward Streets. Only 100* metres from the Queen Street Mall, the major retail hub of Brisbane. The shop is positioned on the ‘ant trail', the main thoroughfare for commuters travelling to Central Station and is passed by thousands of commuters daily. Within close proximity is:
* Queens Plaza (30m)
* Central Station (110m)
* King George Square (190metres)
* City Hall (200m)
* McArthur Central (150m)
Sales Enquiry Contact: Manoli Nicolas 0400 082 170
Lease Enquiry Contact: James Becka 0402 753 217
PRICE: Contact Agent
BUILDING AREA: 45 sqm
Location
Brisbane is the capital and most populous city in the Australian state of Queensland, and the third most populous city in Australia. Brisbane's metropolitan area has a population of 2.3 million, and the South East Queensland urban conurbation, centred on Brisbane, encompasses a population of more than 3.4 million. The Brisbane central business district stands on the original European settlement and is situated inside a bend of the Brisbane River, about 15 kilometres (9 miles) from its mouth at
Moreton Bay. The metropolitan area extends in all directions along the floodplain of the Brisbane River Valley between Moreton Bay and the Great Dividing Range, sprawling across several of Australia's most populous local government areas (LGAs), most centrally the City of Brisbane, which is by far the most populous LGA in the nation.",45m²,Offices,-27.4670389,153.0264034
687,"2.02/77 Dunning Avenue, Rosebery, NSW 2018 - For Sale - Offices ",Contact Agent,Service Available - Fibre to the building (FTTB),"77 Dunning Avenue, Rosebery, NSW","This 108sqm suite on Level 2 boasts its own complete bathroom including shower and wonderful kitchen.
With a leafy outlook and windows over Dunning Avenue, polished concrete floors, great security and intercom after hours access this suite is ideal for a boutique office/showroom business.
Featuring direct lift access, and internal amenities including bathroom, kitchen and shower, it is one of the best self contained units in the suburb.
It is located in one of the most sort after precincts in the South Sydney corridor, opposite 'The Cannery' development which includes renowed eateries such as; Three Blue Ducks, Zeus Street Greek, Fifth Earl, Black Star Pastry and Archie Rose Distillery.
With record low interest rates, this opportunity allows a purchaser to either invest in a booming suburb or owner occupy in one of the most sought after precincts in the city fringe.
For further information, please contact either:
Shane Blackett
0410 093 392
Will Dawson
0499 102 034",108m²,Showrooms,-33.9155865,151.2027313
688,"14/7 Villiers Place, Cromer, NSW 2099 - For Sale - Industrial ",LET$ Do A Deal :),Service Available - Fibre to the curb (FTTC),"7 Villiers Place, Cromer, NSW","SEE IT TODAY, TONIGHT, TOMORROW, ANYTIME YOU LIKE? CALL US, WE NEVER SLEEP :)
| Industrial warehouse & office
| Total area 151m2 (approx.)
| Ground floor 112m2 (approx.)
| Office/Mezzanine 39m2 (approx.)
| Brand new, fresh & shiny
| Fantastic property for tradies
| Excellent for light manufacturing
| Warehouse area 7m ceiling height
| Whopper 4.5m high motorised roller door
| Industrial operations downstairs?
| Office & support staff upstairs?
| High Bay LED lighting
| Super easy access
| Kitchenette & bathroom incl. shower
| OFFICE MEZZANINE AREA
| Carpeted & air-conditioned
| LED lighting & suspended ceilings
| Double power outlets & data point
| Natural light throughout
| Concrete common walls
""All information contained herein is provided by third party sources including but not limited to the owners/developers, valuers and solicitors. Consequently we cannot guarantee its accuracy.All monies in question are to be assumed + GST + outgoings unless advised otherwise by the Agent. Any person using this information should rely on their own enquiries and verify all relevant details for their accuracy, effect and currency.""",151m²,Industrial,-33.735424,151.2877
689,"Ground Unit 13, 335 Newcastle Street, Northbridge, WA 6003 - Sale / Lease - Offices ","Sale: $365,000 + GST / Lease: $235/m2 + GST",Not Currently Available,"Unit 13, 335 Newcastle Street, Northbridge, WA","Features include:
• Open plan office
• Kitchenette
• In Tenancy Toilet
• Air-conditioned
• Great natural light
• One secure undercover car bay (during business hours)
• Street parking directly in front of the property
• Close to CBD & Northbridge entertainment precinct
• Fitzgerald St (140m)
• Easy Access to Freeway South (350m) & Freeway North (1.3km)
• Perth Station (1.2km/15min walk)
Modern, well presented ground floor suite with street front exposure.
Ideal for office or consulting rooms.
Near the corner of Newcastle St and Fitzgerald Street.
For more details on this Sale or Leasing opportunity, please call Patrick Heenan of Altegra Property Group.",64m²,Retail,-31.9439185,115.8554343
690,"10 Yato Road, Prestons, NSW 2170 - For Sale - Industrial - ID: 385637",N/A,Service Available - Fibre to the node (FTTN),"10 Yato Road, Prestons, NSW","Elders Commercial is excited to present “The Depot” a range of industrial and mini-warehouse units superbly located in the heart of the Prestons enterprise precinct.
“The Depot” offers a mix of industrial/mini-warehouses, perfect for self-managed superfunds, investors and owner occupiers.
“The Depot” is located in a prime position, less than 600m to the M5/M7 Motorway on-ramps and moments from Hoxton Park Road and Liverpool CBD.
• Available Industrial units between 100m² - 174m², some units offer mezzanine office areas
• Air-conditioned mezzanine offices with ceiling tiles and carpet
• Mini-warehouse units between 18m² - 43m² suitable for small scale businesses or storage
• All units located on ground level
• Combine units together to increase floor space
• Allocated parking for the industrial units
• Motorised roller door access across most size ranges
• Concrete panel construction with high internal clearance
• Wide driveways and great access
• Excellent natural light
The mini-warehouses are an ideal storage premises for boat, car, motorcycle, jetski, furniture, documents, tradesmen gear, tools, personal, business, trailer storage and more.
Liverpool City Council
Vacant
All prices are indicative plus GST (if any).
Suite 2/45 Scott Street
LIVERPOOL NSW 2170
© 2021 Elders Commercial.
All rights reserved.",7m² - 150m²,NaN,-33.9387047,150.8700303
691,"7-9 Westmoreland Boulevard, Springwood, QLD 4127 - Sale / Lease - Offices - ID: 193194","Sale From $450,000 / Lease From $34,000",Service Available - Hybrid Fibre Coaxial (HFC),"9 Westmoreland Boulevard, Springwood, QLD","- 100-1,450sqm of AAA Prestige Strata offices*
- Property is D&C - Construction will commence once property is pre-leased
- Secure on site carparks
- Fibre Optic in place
Sale: from $450,000 - $6,525,000 + GST
Lease: from $34,000 pa - $493,000 + Outgoings + GST
To secure one of these strata offices contact the exclusive agent today.
* STCA with details available within IM to be provided on request.",100m² - 1450m²,NaN,-27.6236284,153.1293273
692,"16/103 Majors Bay Road, Concord, NSW 2137 - For Sale - Offices - ID: 385407","Guide $440,000",Service Available - Fibre to the building (FTTB),"103 Majors Bay Road, Concord, NSW","Auction Location: 16/103 Majors Bay Road, Concord.
Modern office located in the heart of Majors Bay Rd Concord business district and providing easy access to transport and close to cafes and restaurants. This 47 sqm office offers an abundance of natural light and includes a bathroom, kitchen and lift access to parking space also next to council parking lot. ?
Features include:
- Approximately 47 sqm plus parking
- Bathroom internal
- Kitchen
- Parking spot.
- First floor with lift access
- Lots of natural light
This unique opportunity is offered for sale by Auction. The auction will be held on site at 9am on April 10th.
To obtain more information or to arrange a site inspection, please contact agent listed below:
Garry Kelly 0418 230 000
Principal
garry.kelly@remax.com.au
RE/MAX Commercial Alliance
Please Note: RE/MAX Commercial Alliance recommends you conduct your own investigation prior to purchasing the property. RE/MAX Commercial Alliance or its representatives take no responsibility for the accuracy of this information.",47m²,NaN,-33.8547596,151.103488
693,"Suite 7/5 Keats Avenue, Rockdale, NSW 2216 - For Sale - Offices ",Contact Agent,Service Available - Fibre to the curb (FTTC),"5 Keats Avenue, Rockdale, NSW","Located just 300m from Rockdale station and parallel to the Princes Highway, this 52m² ground floor premises on Keats Avenue presents a fantastic opportunity for those seeking a versatile commercial/retail premises in a prominent location.
Having just been renovated internally and with offerings of great exposure and signage potential the property is ideally suitable for many types of retail businesses and/or commercial practices such as allied health consultants, professional office users or as a showroom.
Other features include:
- Ample street parking for customers and clients
- Moments from Rockdale station and Rockdale town centre
- Well kept and maintained building with barbecue area, pool and fitness centre including a sauna!
- 1 allocated car space
- 52m² open plan layout with glass partitions
- Air-conditioned
- Professional finish with new carpet and painted walls
- Ample natural light from corner positioned aspect
- Internal kitchenette and toilet
Ready now for a new owner occupier or the savvy investor, please contact Ryan McMahon 0429 228 460 or Damen Astey 0413 817 616 for further information or to arrange an inspection today!
See floorplan attached.",52m²,Medical,-33.9542471,151.1363646
694,"96 Brisbane Street, Ipswich, QLD 4305 - For Sale - Retail ","$630,000",Service Available - Fibre to the premises (FTTP),"96 Brisbane Street, Ipswich, QLD","# 2 Storey Character Building Positioned In The Transforming CBD
# An Opportunity To Invest In A Premium Position On Brisbane Street
# Offering Multiple Income Streams Or Be An Owner/Occupier
# This Building Offers 2 Floors Of 100sqm Each PLUS Basement Storage
# A Retail Tenant Currently Occupies The A/C Ground Floor
# Upstairs Is Refurbished A/C Office Space With Self Contained Amenities
# Basement Has Good Height With A Concrete Floor
# Bonus Two Street Access - With Parking For 5 Vehicles
# Each tenancy Has Independent Amenities - Kitchenettes & Bathrooms
# Directly Across From Public Transport Precinct and ICON Tower
# Total Land Area: 247 m2
# Zoning: CBD Primary Retail
SALE PRICE: $630,000",200m²,Offices,-27.6146142,152.7599923
695,"Shop, 1086 Botany Road, Botany, NSW 2019 - For Sale - Retail ",Occupy or Invest,Service Available - Fibre to the premises (FTTP),"1086 Botany Road, Botany, NSW","Prominent wide glass frontage
Buses on doorstep
Floor-to-ceiling glass, high ceilings, signage exposure
Rectangular layout
Display / showcase opportunity
Parking for 2cars
Visitors parking
Low levies approx $692pq
Suit various types of businesses (STCA):
Beauty / spa salon
Medical / health clinics
Deli / specialty offering
Wine bar / bottle shop
Hairdresser
Cafe, takeaway, restaurant
Professional firms: accounting, finance, legal
Retail shopfront
Note: The information and photos are illustrative / marketing concepts; inquire for up-to-date information.
Contact: Alex Dharma 0414660887
Email: alex.dharma@citiwise.com.au
Property Code: 1907",60m²,Medical,-33.94344,151.195455
696,"17&18/8 Dennis Road, Springwood, QLD 4127 - Sale / Lease - Offices ","S: Offers over $360,000 / L: $30,000pa + GST*",Service Available,"8 Dennis Road, Springwood, QLD","- Two adjoining units, 50m2 each
- Excellent customer parking as well as secure staff underground car parking
- Air-conditioned
- Well known complex in central Springwood business district
*For both units",100m²,Medical,-27.6206087,153.1282237
697,"3131 Surfers Paradise Boulevard, Surfers Paradise, QLD 4217 - For Sale - Retail - ID: 363577","$749,000",Service Available - Fibre to the node (FTTN),"3131 Surfers Paradise Boulevard, Surfers Paradise, QLD","Jackson Rameau from Ray White Commercial Gold Coast is extremely excited to offer to the market this tenanted arcade investment in the heart of Surfers Paradise.
Lots 33 & 34/3131 Surfers Paradise Boulevard, Surfers Paradise situated on an unrivalled development site with dual access and strong surrounding tenants who only magnify the property's worth such as Billabong, SteamPunk Bar, Waxy's, Surf Dive and Ski, Colliers International and the glitter strip.
Watch the video for a virtual tour.
The vendor is not marketing this property to test the market, he is serious about selling and is motivated to liquidate this incredible property.
- Net income $46,959.26* p.a. + GST (Currently on Covid-relief until 01 July 2021)
- Both lots are leased to a well operating Chinese Restaurant (Business established in 1996) who accommodate bus tours and local business people in the surrounding corporate buildings of 50 Cavill Avenue, 33 Elkhorn Avenue and Circle on Cavill.
- Total net lettable area of 53m2*
- New 5 year lease
- Located just 5 minutes to Broadbeach, Main Beach and 10 minutes to Sea World
- On street parking available
- Motivated seller requesting all serious offers presented
- Do not miss this fantastic opportunity
For more information or to arrange a private inspection. Contact the exclusive marketing agent Jackson Rameau on 0438 451 112
*Approximately
Disclaimer:
Ray White has not independently checked any of the information we merely pass on. We make no comment on and give no warranty as to the accuracy of the information contained in this document which does not constitute all or any part of any offer or contract by the recipient. Prospective purchasers / lessees must rely on their own enquiries and should satisfy themselves as to the truth or accuracy of all information given by their own inspections, searches, inquiries, advices or as is otherwise necessary. No duty of care is assumed by Orchid Avenue Realty trading as Ray White Surfers Paradise Commercial divisions toward the recipient with regard to the use of this information and all information given is given without responsibility.",53m²,NaN,-28.0008373,153.4286176
698,"10 Dutton Street, Rosebud, VIC 3939 - Sale / Lease - Industrial - ID: 363406","$168,000 - $178,500",Service Available - Fibre to the premises (FTTP),"10 Dutton Street, Rosebud, VIC","Now completed and ready to occupy, these high quality man cave/storage units are positioned in the sought after Rosebud Business Estate within close proximity to the Mornington Peninsula Freeway.
These properties are ideal for car storage, boat storage, jet-skis, caravans or general storage. Given the flexible sizes available and location, these will suit tradespeople, small business / online business or anyone looking for additional storage with security. The fully fenced gated complex includes automatic security gates and CCTV.
Features Include:
- Warehouses ranging from: 48m2* – 57m2*
- Multiple available with private 25m2* courtyards
- Gross rentals quoted (inclusive of outgoings)
- 3.6m* clearance wide roller doors
- Internal height of 5.4m* – Perfect for additional racking or mezzanine
- Power & Lighting
- Shared unisex disabled toilet
- Gated complex with remotes and pin codes
*Approx.
Pricing excludes GST",48.64m² - 56.5m²,NaN,-38.385321,144.8801435
699,"8, 35 Taunton Drive, Cheltenham, VIC 3192 - For Sale - Industrial - ID: 384404",Contact Agent,Service Available - Hybrid Fibre Coaxial (HFC),"35 Taunton Drive, Cheltenham, VIC","POINT OF INTEREST:
Something of a rarity these days, this currently vacant warehouse space is highly functional and suitable for an array of users. Boasting practicality and accessibility, the warehouse features a 6-7 m* container height roller door, a modern kitchenette and premium amenities. You’ll feel right at home with three car spaces on title, plus seven shared visitors’ spaces, and south-facing windows that allow for plenty of natural light, and a Juliet balcony. Situated just off Centre Dandenong Road, within Cheltenham’s industrial hub you’ll be within a stone’s throw of DFO Moorabbin and Moorabbin Airport, and just 2.7 km* from Nepean Highway, linking you from the tip of the bay all the way to Melbourne.
- Total building area of 142 sqm*.
- Air-conditioned office space of 20 sqm*.
- Bonus mezzanine storage of 20 sqm*.
- 3-Phase power supply.
- Currently vacant.
- Kitchenette and amenities including disabled toilet.
- Two car spaces on title and seven shared visitor car spaces.
- 750 m* to DFO Moorabbin.
- 2.7 km* to the Nepean Highway.
POINT OF VIEW:
Accessible from all points thanks to nearby Warrigal Road, the toughest choice you’ll have working from here is, come knock off, should you head north to a fairway or south to the bay.
*Approx.
Pricing excludes GST",142m²,NaN,-37.9722172,145.0828506
700,"7-9 Como Parade, Mentone, VIC 3194 - Sale / Lease - Retail - ID: 371807",Price on Application,Service Available - Hybrid Fibre Coaxial (HFC),"9 Como Parade, Mentone, VIC","The Opportunity
Rent, invest, develop when you’re ready, this one has wings! Situated in the heart of Mentone’s re-imagined retail and rail hub, this eye-catching double-fronted retail premises is set to take flight. Offering flexible premises to entice a new tenant, and a high-profile frontage to reward investors, this landmark position also has scope to soar in line with a clever development vision (subject to Council Approval).
- Widespread double-frontage shop with 2 street entries
-Total land of 200sqm*; with 150sqm* shopfront and 50sqm* courtyard
- Currently fitted as a salon with 6 individual treatment suites
- Generous reception area, kitchen, equipment room and bathroom
- Well-presented with timber-look floors, solid sub-ceiling partitions and good lighting
- Ready rentability for continued spa or professional use
- Excellent scope to re-fit as a destination hospitality or retail business
- Develop these big proportions, broad frontage and fast-developing location
- A few doors from the heritage-listed station and palm-shaded gardens
- Surrounded by examples of successful multi-residential development
- 38 minutes by rail from Melbourne’s CBD and 6 blocks to the bay
Offered for Sale or Lease with realistic price expectation and flexible terms, this is a unique opportunity to secure a spectacularly central position in the heart of the hub …and fly high when the time is right.
For further information or to arrange an inspection please contact our office.
*All sizes are approximate
*All figures are GST exclusive unless otherwise stated.
Please feel free to contact us to discuss your commercial property needs.",150m²,NaN,-37.9823784,145.0652167
701,"3587-3595 Warrego Highway, Hatton Vale, QLD 4341 - For Sale - Retail ","$7,900,000 ono",Service Available - Fixed Wireless,"3595 Warrego Highway, Hatton Vale, QLD","Ray White Commercial QLD is pleased to present Freedom Hatton Vale for sale via Private Treaty.
The property represents a high profile & strategic land holding in the rapidly growing western corridor between Ipswich & Toowoomba, one of Brisbane's food bowls and dormitory suburbs. Fully leased to Freedom with a head office covenant, the business is well established and branded, targeting the massive volumes of trucks and cars travelling in either direction along the highway.
Key Features:
- 50 minutes West of Brisbane
- International fuel tenant underwrites 100% of the income
- Refurbished buildings with massive 180,000 litre twin walled Steel/fibreglass tanks
- Modern retail shop
- High volume truck filling facility
- Able to service up to 8 cars and two trucks at once
- Extensive highway frontage with two directional access
- Site area: 5,296 m2
For sale with an asking price of $7.9 million ono
For a copy of the IM / Detailed DD material, please contact Stephen today.
* Approximately",150m²,Industrial,-27.5510169,152.4987014
702,"11, 758 Blackburn Road, Notting Hill, VIC 3168 - Sale / Lease - Offices - ID: 283476","$469,000",Build Commenced,"758 Blackburn Road, Notting Hill, VIC","POINT OF INTEREST:
Available for sale or lease is this sought after corporate office suite comprising 155m2* including individual glass partitioned offices, boardroom / meeting room, break out room, server room kitchenette and male and female amenities.
- Total building area: 155 sqm*
- Open plan and partitioned offices
- Reception area
- Male and female amenities
- Kitchenette and break out area
- Heating and cooling
- 5 onsite car spaces
POINT OF VIEW:
Ideally located on the first floor of the Monash Corporate Centre in Notting Hill's expanding commercial precinct. the suite is situated only metres to Monash University and only 1.5km* to the Monash Freeway and 6km* to Eastlink.
*Approximately",155m²,NaN,-37.9109395,145.1417007
703,"56 Church Avenue, Mascot, NSW 2020 - For Sale - Offices - ID: 379234","$850,000",Service Available - Fibre to the node (FTTN),"56 Church Avenue, Mascot, NSW","56 Church Avenue is a strata - titled office building located on the Northern side of Church Avenue between Muller Lane and Bourke Street. The property is offered with 2 parking spaces & is situated approximately a 2 minute walk to Mascot Station & Mascot Central respectively.
- Self-contained office suite 114.70sqm (approx.) with existing fit out in situ
- Reception/waiting area, main office/meeting room, open plan with good natural light
- Own amenities including kitchenette, separate male & female W/C plus exclusive use balcony
- Leased to October 2022",114.7m²,NaN,-33.9216635,151.1860599
704,"Suite 50, 125 Highbury Road, Burwood, VIC 3125 - Sale / Lease - Offices - ID: 366505","$545,000",Service Available - Hybrid Fibre Coaxial (HFC),"125 Highbury Road, Burwood, VIC","POINT OF INTEREST:
Located within the popular Burwood Business Park, this immaculately presented office/warehouse is offered for sale or lease.
-92sqm* floor area
-Open plan
-Plenty of natrual light
-Heating and cooling
-Shared balcony
-3 allocated on-site car spaces
POINT OF VIEW:
125 Highbury Road is surrounded by arterial roads including Burwood Highway, High Street Road, and Warragul Road with the Monash Freeway just 6 minutes* away.
*Approx.
Pricing excludes GST",92m²,NaN,-37.8547149,145.1078534
705,"J98, 21 Hall Street, Port Melbourne, VIC 3207 - Sale / Lease - Offices - ID: 376080",Contact Agent,Service Available - Fibre to the node (FTTN),"21 Hall Street, Port Melbourne, VIC","POINT OF INTEREST:
A combination of fitted and open plan office that takes versatility seriously. Suitable to be used as corporate headquarters or satellite hub, this space caters to every eventuality — including superior coffee from St. ALi down the road. On the topic of accessibility, whether you’re arriving via the Westgate or Citylink, the five on-site car parks welcome you to stay without time limitation. And while the property is nestled in great company within the Port IT Business Estate, access and amenities within the suite are fully self-contained. Because if this year has taught us anything, it’s to keep communication up, and physical contact at (Port Phillip) Bay.
Points worth mentioning:
177 sqm* total space.
Fully self-contained office suite.
Street Frontage
5 allocated car parks.
Located in Port IT Business Park.
POINT OF VIEW:
This is central, not CBD. Which means when it comes to the commute, you can focus on its relative ease, not hook turns and PayStay",177m²,NaN,-37.8226875,144.9262574
706,"3b/23 Township Drive, Burleigh Heads, QLD 4220 - Sale / Lease - Offices - ID: 372049",Price on Application.,Service Available - Fibre to the node (FTTN),"23 Township Drive, Burleigh Heads, QLD","- 83m2* first floor office space
- Comprising of 2 air conditioned large offices and storeroom
- Exclusive kitchenette and amenities
- Great signage
- Situated close to M1 Pacific Motorway
* Approx.",83m²,NaN,-28.111921,153.4373094
707,"3, 20 Masthead Drive, Cleveland, QLD 4163 - For Sale - Offices ","$399,000",Service Available - Fibre to the building (FTTB),"20 Masthead Drive, Cleveland, QLD","This modern and well presented ground floor office suite is located in ""Anchorage Raby Bay"", a multi storey commercial and residential complex on Raby Bay Harbour, providing spectacular views across the Raby Bay Marina and only a short walk to restaurants, coffee shops, Cleveland CBD and Cleveland Railway Station.
Features include:
* A Grade ground floor air conditioned office suite with quality fit out
* Full glass frontage offers spectacular water views
* Reception and large partitioned office
* Open plan office/lunchroom with kitchenette at rear
* Two exclusive basement car parks
* Ample street parking
* Currently leased to 7 March 2022 with a one year option
* Current net rental income of $13,892 per annum
* No GST applicable
* Information Memorandum available on request
For further information and to arrange an inspection (by appointment only) please contact Nick Comino or Colin Tucker.",54m²,Medical,-27.5226567,153.2681271
708,"1/111 Bulcock Street, Caloundra, QLD 4551 - For Sale - Retail - ID: 341033","$510,000 + GST",Service Available - Fibre to the building (FTTB),"111 Bulcock Street, Caloundra, QLD","A highly visible corner location in main street Caloundra.
- Floor area: 61m2*
- Undercover exclusive use area: 83m2*
- Commercial kitchen
- Walk in cold room
- Stainless steel prep area
- Elevated dining overlooking street
- An opportunity as almost ready to open for business
For Sale: $510,000 + GST
Contact marketing agents:
Alan Gray
0414 894 084
alan.gray@raywhite.com
Len Greedy
0401 691 807
len.greedy@raywhite.com
*Approx.",144m²,NaN,-26.8042325,153.128613
709,"3, 7 Aristos Place, Winnellie, NT 0820 - For Sale - Industrial - ID: 379526","$235,000 + GST",Service Available - Fibre to the premises (FTTP),"7 Aristos Place, Winnellie, NT","The property is a solid, concrete block, Strata Titled warehouse of approximately 95m2 with a mezzanine office of some 20m2. The clearance in the warehouse is approximately 6.3m at the front and approximately 5.5m at the rear. Within the warehouse is a kitchenette and a combined toilet and shower. Good access to the warehouse is provided by motorised roller doors at the front and rear of the building. At the rear of the warehouse is a small yard of approximately 30m2. The property has two allocated undercover car spaces located at the front of the warehouse. There is also ample on-street parking.
The complex is located in the popular industrial suburb of Winnellie. Winnellie is a well-established industrial suburb located approximately a 10 minute drive from the Darwin CBD. The location benefits from good access to arterial roads and is close to both rail and port network.
•	Area Under Title 144m2.
•	Building approx. 96m2.
•	Mezzanine office approx. 21m2.
•	Rear yard approx. 32m2.
•	Solid masonary block construction.
•	Motorised roller doors.
•	Kitchenette.
•	Combined toilet/shower.
•	2 undercover car parks.
Now is a great time to purchase industrial property in Darwin. You could establish your business in this top warehouse at a very reasonable price.
For more information or to organise an inspection contact the agent or email darwin.ljhcommercial.com.au",96m²,NaN,-12.4298288,130.9022419
710,"11/3 Goddard Street, Rockingham, WA 6168 - For Sale - Investment ","$500,000",Service Available,"3 Goddard Street, Rockingham, WA","If you're looking for an affordable investment property, 11/3 Goddard Street, Rockingham is a very good option that is earning $36,288 per annum net rent!!
This 189sqm* strata unit is a unique opportunity for great investment option. The property is well located, 250m* to Rockingham Shopping Centre, corner position and with a large strata carpark.
Great Investment
- $500,000 (no GST)
- Tenant pays retail net lease + Outgoings
- $36,288 per annum net rent
- Lease Expiry: 30 June 2022
- Rent Reviews: CPI annually
For enquiries, please contact:
Enrique Reyes
M: 0421 888 688
E: enrique.reyes@raywhite.com
*approximate",189m²,Retail,-32.2883365,115.7503649
711,"3/17-19 Miles Street, Mulgrave, VIC 3170 - For Sale - Offices - ID: 332414","From $275,000 plus GST",Service Available - Hybrid Fibre Coaxial (HFC),"19 Miles Street, Mulgrave, VIC","- Leased until September 2021 with four (4) further terms of two (2) years each
- Currently returning $14,500 p/a net
- Tenant pays all applicable outgoings
- Total building area 60m2*
- Heating / Cooling & kitchenette
- Two (2) allocated car spaces on title
- Excellent location in between Springvale Rd, Wellington Rd , Princes Hwy and within close proximity to Monash Freeway
Ryan Amler | 0401 971 622
Theo Karkanis | 0431 391 035
*All areas and figures approx only. All boundaries are indicative only. All precaution has been taken to establish the accuracy of all information but does not constitute any representation by the Vendor or Agents.",60m²,NaN,-37.9228167,145.1526328
712,"9/210 Queen Victoria Street, North Fremantle, WA 6159 - For Sale - Retail ","$300,000 GST AS A GOING CONCERN",Service Available - Fibre to the node (FTTN),"210 Queen Victoria Street, North Fremantle, WA","The best positioned unit in the complex comprising of 60m2 of retail shop/office space.
Invest with a quality established tenant in situ.
Located on the corner of Tydeman road and Queen Victoria Street in the hub of North Fremantle close to Fremantle CBD.
For any further enquires please contact Cristian Federico",60m²,Offices,-32.0364441,115.753852
